A. SURVEY DETAILS,,,B. SITE/SETTLEMENT AREA DETAILS,,,,,,,,,,,,,,,,,,,,,,Site Management,,,,,,,,,,,,Place where most of the IDPs were living before the Earthquake?,,,,,,,,C. POPULATION DEMOGRAPHICS (BEST ESTIMATE NUMBER OF)         Estimated IDP Population on the Site,,,,,,,,,,,,,,D. PERSONS WITH SPECIAL VULNERABILITIES,,,,,E. MOBILITY,,,,,,,,F. SHELTER AND NON FOOD ITEM (NFI),,,,,,,,,,Needed NFI↓,,,"G. WATER, SANITATION AND HYGIENE (WASH)",,,,,,,,,,,,,,,,,,,,H. FOOD AND NUTRITION,,,,,,,,I. HEALTH,,,,,,,,,,,,,J. EDUCATION,,,,,,,,,,,,,,K. LIVELIHOOD,,,,,,,,,,,,,,,,,"L. PROTECTION OF CHILDREN, WOMEN, AND OTHER VULNERABLE PERSONS",,,,,,,,,,,,,,,M. WINTERIZATION,,,,,,,,,,,,,,,,,N. COMMUNICATION,,,,,
1.1.c.1 - Site ID,1.1.a.1 - Survey Date,1.1.a.2 - Survey Round,1.1.d.1 - Site Name,1.1.d.1 - Site Alternate Name,1.4.a.2 - Site Open?,1.4.a.1 - Site Open Date,1.4.c.1 - Site Close Date,0.1.a.7 - Location,1.1.e.2 - Site: Zone,1.1.e.3 - Site: District,1.1.e.4 - Site: VDC,1.1.e.5 - Site: Ward,1.1.f.1 -  GPS: Latitude,1.1.f.2 - GPS: Longitude,1.1.f.2 - GPS: Altitude,1.3.a.1 - Site Classification,1.3.b.2 - Site Type,1.3.b.2 - If Site Type: Other,1.1.m.1 - Site part of Open Programme,1.4.b.1 - Site Expected Closing Date,1.1.i.1 - Accessibility to Site,1.3.d.1 - Ownership of site land,1.3.c.1 - What is the most common type of shelter?,1.3.c.1 - If Other Shelter Types: Specify,1.2.b.1 - Is there Site Management Committee (SMC) at the site?2,1.2.b.10 - % of women participating in the SMC?,1.2.b.2 - Is the SMC made up from the community at the site?,1.2.b.7 - SMC Focal Point Name,1.2.b.8 - SMC Focal Point Phone,1.2.c.1 - Is there Site Management Agency (SMA) at the site?2,1.2.c.2 - Type of entity managing the site,"1.2.c.2 - If site management entity type is Other, specify",1.2.c.3 - SMA Name,1.2.c.4 - SMA Focal Point Name (if not the same as respondent),1.2.c.5 - SMA Focal Point Phone,1.2. a.1 - Is there any Registration/IDP list maintained?,1.5.b.2 - Zone (Largest IDP group) ,1.5.b.3 - District (Largest IDP group),1.5.b.4 - VDC/Mun (Largest IDP group),1.5.b.5 - Ward (Largest IDP group),1.5.c.2 - Zone (2nd largest IDP group),1.5.c.3 - District (2nd largest IDP group),1.5.c.4 - VDC/Mun (2nd largest IDP group),1.5.c.5 - Ward (2nd largest IDP group),2.1.a.1 - Number of Families / HHs,2.1.b.1 - Number of Individuals,2.1.c.1 - Number of Infants (<1) - M,2.1.c.2 - Number of Children (1-5 y) - M,2.1.c.3 - Number of Youth (6-17 y) - M,2.1.c.4 - Number of Adult (18-59 y) - M,2.1.c.5 - Number of Elderly (60+ y) - M,2.1.b.2 - Total Male,2.1.d.1 - Number of Infants (<1) - F,2.1.d.2 - Number of Children (1-5 y) - F,2.1.d.3 - Number of Youth (6-17 y) - F,2.1.d.4 - Number of Adult (18-59 y) - F,2.1.d.5 - Number of Elderly (60+ y) - F,2.1.b.3 - Total Female,2.2.c.2 - Pregnant Women #,2.2.d.1 - Breastfeeding Mothers #,2.2.g.1 - Persons w/ Disabilities #,2.2.x.3 - Elderly headed Households #,2.2.f.1 - Persons w/ Chronic Diseases/Serious Medical Conditions,2.3.k.1 - Distance of site from place of origin / habitual residence,2.3.c.2 - Date of arrival of last IDP group,2.3.b.4 - Have IDPs been displaced previously?,2.3.e.1 - Area of intended return for the largest IDP group,2.3.e.7 - What is preventing the largest IDP group of returning home?,"2.3.e.7 - If preventing reason is Other, specity",2.3.g.1 - Estimated % of IDPs sleeping in the site,2.3.f.1 - Is there relocation site planned for the IDPs?,3.7.k.2 - Did most people on site own or rent their house before the EQ?,3.1.a.1 - % of HH living outside (no shelter),3.1.j.1 - % of HH living indoors (solid walls),3.1.b.1 - % of HH living in tents,3.1.d.1 - % of HH living in temporary shelter (CGIs),3.1.c.1 - % of HH living in emergency makeshift shelter,3.1.k.1 - % of HH living in Other shelters (Open building),"3.1.k.1 - Other Shelter, specify",3.2.a.1 - % of HH have access to electricity,3.2.b.1 - % of HH have access to safe cooking facilities,3.7.j.1 - Most needed NFIs,3.7.j.2 - 2nd most needed NFIs,3.7.j.3 - 3rd most needed NFIs,"4.1.a.1 - Location of site's main water source (walking, one-way)",4.1.b.1 - Main non-drinking water source available,4.1.f.1 - Main drinking water source available,"4.1.k.1 - If water tracking, who?",4.3.f.1 - Is drinking water being treated before consumption?,4.2.a.1 - Average amount of water use/day/person,4.3.e.1 - What is the main problem with the water? (+ observation),4.4.j.1 - Condition of most of the latrines (Observation),4.4.a.1 - Number of functioning toilets on-site (Count) #,4.4.b.1 - Availability of segregated male and female toilets,4.4.a.3  - Latrines provided / installed or already on site,"4.4.a.3  - If provided, then by whom?",4.4.b.2 - Do toilets / bathrooms have light? (observation),4.4.b.3 - Do majority of people use toilets on or off site?,4.8.b.1 - Do toilets / bathrooms have locks from the inside? (Observation),4.5.b.1 - Availability of segregated bathing areas,4.6.a.1 - Main garbage / waste disposal method,4.4.n.1 - Evidence of open defecation? ,4.7.g.1 - Availability of handwashing station filled in with water and soap close to the toilets?,4.7.g.2 - Evidence of hand-washing practices?,"5.1.a.1 - Is there access to food (dist, vouchers, … )",5.1.e.1 - Is there access to a market near the site?,5.1.d.1 - Most common source for obtaining food,"5.1.d.1 - If the most common source for obtaining food is Other, Specify","5.1.d.1 - If distributed, Who? ",6.1.a.1 - Screening for malnutrition conducted in the area?,6.1.b.1 - Availability of suppl. feeding for pregnant & lactating mothers,6.1.c.1 - Availability of supplementary feeding for children,7.1.b.1 - What is the most prevalent health problem at the site?,7.1.b.2 - What is the 2nd most prevalent health problem at the site?,7.1.b.3 - What is the 3rd most prevalent health problem at the site?,7.2.t.1 - Cases of tuberculosis among IDPs living in this site?,7.3.a.1 - People with injury related disabilities before the EQ,7.3.a.2 - People with injury related disabilities after the EQ,7.2.t.2 - Total people with injury related disabilities,7.2.r.1 - Have you had access to immunization services / campaigns in the last 4 weeks?,7.2.s.1 - Have you access to psychosocial support activities in the last 4 weeks?,7.2.q.2 - Is there any psychosocial support provided on site?,7.2.b.1 - Distance to closest functioning Health Facilities / Services,"7.2.b.1 - If  closest functioning Health Facilities / Services is/are on site, who managing it?",7.2.c.2 - Who is the main provider of health facilities / services?,8.1.b.5 - Access to formal education for children from displaced HHs ,8.1.b.6 - Access to non-formal education for children from displaced HHs,8.2.b.2 - Distance to nearest formal education facility,"8.2.b.2 - If formal education facility provided on-site, by whom?",8.2.b.3 - Distance to nearest non-formal education facility,"8.2.b.3 - If non-formal education facility provided on-site, by whom?",8.3.a.2 - % of girls at the site attending school,8.3.a.3 - % of boys at the site attending school,8.3.b.2 - Most common reasons why girls are not attending schools (Reason 1) ,8.3.b.2 - Most common reasons why girls are not attending schools (Reason 2) ,"8.3.b.2 - If girls are working, where?",8.3.b.3 - Most common reasons why boys are not attending schools (Reason 1),8.3.b.3 - Most common reasons why boys are not attending schools (Reason 2),"8.3.b.3 - If boys are working, where?",9.1.a.1  - Occupation/trade of majority of displaced households before the earthquake,"9.1.a.1  - If occupation of the majority before the earthquake is Other, Specify",9.1.a.4 - Occupation/trade of majority of displaced households now,"9.1.a.4 - If occupation of the majority now is Other, Specify",9.2.h.1 - % of HH in the site with source of income,9.2.i.1 - Access to income generating activities,9.3.a.2 - Is there livestock on site?,9.4.a.4 - Is the community being approached with job opportunities as alternative source of income?,"9.4.a.3 - If yes, how is the job offered?","9.4.b.3 - If yes, to whom are the job opportunities mainly offered in your family?
family?",9.1.c.1 - Do IDPs have access to land for cultivation?,"11.3.b.1 - Do any recruiters come to the site for day labor, domestic work in the city or working abroad?","11.3.a.2 - If yes, to which city/ country?",11.3.b.2 - Income generating activities women are interested,"11.3.b.2 - If women are interested in other activities, specify",11.3.b.3 - Income generating activities men are interested,"11.3.b.3 - If men are interested in other activities, specify",10.1.a.2 - Security is provided on-site?,10.1.e.1 -  Security incidents are reported in the site?,10.1.b.1 - Who provides the main security in the site?,10.2.j.3 - Do you know who (or where) to report (or seek assistance) when you or your family face any abuse or exploitation in this area?,10.2.j.3 - If report is made then specify to Whom?,10.2.i.4 - Most reported problem in receiving support,10.1.f.1 - Do the majority of people have ID card or other documentation?,10.2.j.2 - Reporting / referral mechanism for GBV survivor,10.2.t.2 - Are women segregated during menstruation?,"10.2.t.2 - If women are segregated during menstruation, where do they go?",10.3.a.1 - Do men feel safe in the site?,"10.3.a.4 - If no, where do men feel unsafe?","10.3.a.4 - If no and men feel unsafe some where else, specify?","10.1.s.1 - Is there adequate lighting in the majority of communal point? (WASH facilities, public spaces…)",10.1.s.2 - Females have access to feminine hygiene products?,3.9.a.1 - Are any HHs at this site planning to move for the winter?,"3.9.a.2 - If yes, is this a practice that usually happens during winter?",3.9.a.3 - Will winter limit access from your site to any of the following? ,"3.9.a.3 - If winter limit access to other, specify",3.9.a.4 - Do you think that majority of shelters at your site are suitable for the winter?,"3.9.a.5 - If majority of shelter are not suitable, then Why?","3.9.a.5 - If majority of shelter are not suitable due to some other reason, specify",3.9.b.1 - 1st most needed winter item,"3.9.b.1 - 1st most needed winter item is other, specify",3.9.b.2 - 2nd most needed winter item,"3.9.b.2 - 2nd most needed winter item is other, specify",3.9.b.3 - 3rd most needed winter item,"3.9.b.3 - 3rd most needed winter item is other, specify",3.9.c.1 - Where families plan to cook during the winter?,3.9.c.2 - Plan to make any provision for livestock for winter?,"3.9.c.3 - If there is plan to make any provision, What?","3.9.c.3 - If there is Other plan to make any provision, specify",11.1.a.2 - Where do most female residents mostly get their information from?,11.1.a.3 - Where do most male residents mostly get their information from?,11.2.c.1 - Are complaints being reported?,11.2.c.2 - If reports are being reported then to whom?,11.1.c.1 - What is the main topic on which the community is requesting information on?,11.1.h.1 - Is everyone aware that donations do not need to be exchanged for anything?
180,01/09/2015,4,Mandre,,Yes,25/04/2015,,Rural,Gandaki,Gorkha,Barpak,2,28.19506,84.72523,1353.938064,Spontaneous,Other,Agricultural land,No,Unknown,Yes,Private,Temporary shelter,,No,,,,,Unknown,,,,,,No,Gandaki,Gorkha,Barpak,2,,,,,35,186,0,18,23,42,9,92,2,14,26,40,12,94,2,2,2,2,2,< 10 mins,25/04/2015,No,Nearest Village,House damaged/destroyed,,> 75%,Unknown,Own,None,None,None,more than 75%,< 25%,None,,< 25%,< 25%,CGIs,Plastic bed / Floor Mat / Matress,Blankets,On-site (<20 minutes),Piped water (taps),Piped water (taps),,No treatment,10-15 liters,None,Not so good (not hygienic),12,No,Provided,Save the Children,No,On-site,No,No,Burning,No,Yes but no soap/water inside ,No,No,Yes,Food distribution,,,Yes,No,No,None,None,None,None,0,0,0,Yes,Don't know,Unknown,Off-site (1 - 2 hours),,Government,Yes,No,On site <20,Unknown,,,>75%,>75%,Fees or costs,Lack of space in local schools,,Fees or costs,Lack of space in local schools,,Agriculture/Livestock,,Daily Wage laborer,,0,Yes,Yes,No,,,Yes,Yes,In farm land of Barpak,Weaving / knitting,,Art / Craft,,Yes,No,Self organized,Yes,Police,Unknown,Yes,Unknown,No,,Yes,,,"Yes, there is lighting but it is NOT adequate",Unknown,No,,Main access road,,No,Does not protect from cold,,CGIs,,Foam mat (floor),,Blanket,,In shelter separate for cooking,Don't know,,,Families & friends,Families & friends,Unknown,,Situation in areas of origin,Yes
187,25/08/2015,4,Arughat,,Yes,26/04/2015,,Peri-Urban,Gandaki,Gorkha,Tandrang,1,28.03885,84.80825,493.4772007,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,<2 months,"No, no vehicular access",Public/Government,Temporary shelter,,Yes,<50%,Yes,Buddi bahadur Shrestha,9856024832,No,,,,,,Yes,Gandaki,Gorkha,Tandrang,1,,,,,23,127,2,4,7,43,8,64,1,5,5,43,9,63,1,3,0,2,2,< 30 mins,26/04/2015,No,Place of origin,Fear of landslide/aftershock,,> 75%,No,Own,None,None,None,more than 75%,None,None,,more than 75%,None,Blankets,Kitchen sets,None,On-site (<20 minutes),Piped water (taps),Piped water (taps),,Filtered,>15 liters,None,Good (Hygienic),4,"Yes, next to each other/same HWS",Provided,Christian aid,Yes,On-site,Yes,No,Garbage pit,No,Yes,Yes,"Yes, On-Site",Yes,Own cash,,,No,No,No,Common cold,Skin infections,None,None,0,0,0,Yes,No,No,off-site (< 30 mins),,Government,Yes,No,Off site >20,,,,>75%,>75%,Working,None,Housework,Working,None,Housework,Trade,,Trade,,40,Yes,Yes,No,,,No,No,,Weaving / knitting,,Construction,,Yes,No,Military,Yes,Police,None,Yes,No,No,,Yes,,,"Yes, there is lighting and it is adequate",Yes,Yes,No,Access to supplies/water,,No,Does not protect from cold,,Heater,,Blanket,,Winter clothes,,In shelter separate for cooking,Don't know,,,Families & friends,Authorities,No,,None,Yes
192,27/08/2015,4,Bode Mulpani,,Yes,19/05/2015,,Rural,Bagmati,Bhaktapur,Bhaktapur madhyapur thimi municipality,,27.69903,85.39395,1321.324067,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,<2 months,Yes,Private,Tent,,Yes,<25%,Yes,Madan poudel,9843373398,Yes,Individual/Private,,China foundation/ bhairav kunda yuba club,Kumar shrestha,9851024593,Yes,Bagmati,Sindhupalchok,Tatopani,"4, 7, 1, 2",Bagmati,Sindhupalchok,Listi,"5,3",257,1220,6,46,173,355,34,614,10,43,179,346,28,606,7,16,4,0,0,Longer,19/05/2015,No,Place of origin,Basic infrastructures damage,,> 75%,No,Rent,None,None,more than 75%,None,None,Unknown,,more than 75%,None,Safer housing / Shelter material,None,None,On-site (<20 minutes),Hand pumps,Water truck,Oxfam / Blessing international,No treatment,>15 liters,None,Non usable,10,"Yes, next to each other/same HWS",Provided,China foundation,Yes,On-site,Yes,Yes,Burning,Yes,None,Yes,"Yes, On-Site",Yes,Food distribution,,,Yes,Yes,Yes,Conjunctivitis,Skin infections,None,None,4,0,4,Yes,Yes,Yes,off-site (< 30 mins),,Government,Yes,Yes,Off site <20,,Unknown,,>75%,>75%,Fees or costs,Distance to school,,Fees or costs,Distance to school,,Agriculture/Livestock,,Unknown,,15,No,No,No,,,No,No,,Weaving / knitting,,Driving,,Yes,Yes,Police,No,,None,Yes,Yes,No,,Yes,,,"Yes, there is lighting and it is adequate",Yes,Don't know,,No limitation,,Yes,,,Nothing,,Winter clothes,,Blanket,,In shelter separate for cooking,No,,,Radio / News,Radio / News,Yes,Site management & Police,Situation in areas of origin,Yes
196,21/08/2015,4,Charighyang,,Yes,26/04/2015,,Urban,Janakpur,Dolakha,Bhimeshwor,1,27.39677,86.02889,883.9307486,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,<2 months,Yes,Private,Makeshift,,No,,,,,No,,,,,,No,Janakpur,Dolakha,Bhimeshwor Municipality,1,Janakpur,Dolakha,Khare,4,60,278,1,9,28,81,11,130,0,7,40,88,13,148,1,1,0,1,0,< 10 mins,20/07/2015,No,Place of origin,House damaged/destroyed,,> 75%,No,Rent,None,None,None,< 25%,more than 75%,None,,more than 75%,< 25%,None,None,None,On-site (<20 minutes),Piped water (taps),Piped water (taps),,Chlorinated,5-10 liters,None,Not so good (not hygienic),5,No,Provided,Samaritan Purse,No,On-site,No,No,Municipal Collection,No,None,Yes,"Yes, On-Site",Yes,Own cash,,,No,Yes,Yes,Diarrhea,Conjunctivitis,None,None,3,0,3,Yes,No,Yes,off-site (< 30 mins),,Government & Private practitioners,Yes,No,Off site <20,,,,<75%,< 50%,Working,None,Housework,Working,None,Housework,Daily Wage laborer,,Daily Wage laborer,,10,Yes,No,Yes,Unrelated person,Husband,Yes,No,,Weaving / knitting,,Tourism,,Yes,Yes,Self organized,Yes,Police,None,Yes,Yes,No,,Yes,,,"Yes, there is lighting but it is NOT adequate",Yes,Don't know,,No limitation,,No,Does not protect from cold,,Blanket,,Winter clothes,,Heater,,In shelter where people sleep,No,,,Families & friends,Families & friends,Unknown,,Shelter,Yes
198,25/08/2015,4,Singati,,Yes,26/05/2015,,Peri-Urban,Janakpur,Dolakha,Lamidada,6,27.44163,86.09795,623.3235796,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,<2 months,Yes,Private,Temporary shelter,,No,,,,,No,,,,,,No,Janakpur,Dolakha,Khaire,All,Janakpur,Dolakha,"Jungu, jhyaku",All,100,465,0,10,75,110,15,210,10,40,55,130,20,255,4,10,1,2,0,< 10 mins,30/04/2015,No,Place of origin,House damaged/destroyed,,< 75%,No,Rent,None,None,None,< 75%,< 25%,None,,more than 75%,< 25%,CGIs,None,None,Off-site (<20 minutes),Piped water (taps),Piped water (taps),,No treatment,5-10 liters,Suspended solids,Not so good (not hygienic),20,No,Provided,District Committee / Authority / Municipality,No,On-site,No,No,Burning,Yes,None,No,"Yes, Off-site",Yes,Own cash,,,No,Yes,Yes,None,None,None,None,1,0,1,Yes,Yes,Yes,On-site,Redcross Society,Government and INGO,Yes,No,Off site >20,,,,<50%,< 50%,Working,None,Housework,Working,None,Housework,Trade,,Trade,,70,Yes,Yes,No,,,Yes,No,,Weaving / knitting,,Store / small business,,Yes,Yes,Police,Yes,Police,Some specific groups are excluded,Yes,Yes,No,,Yes,,,"Yes, there is lighting but it is NOT adequate",Yes,Yes,No,No limitation,,No,Does not protect from cold,,Foam mat (floor),,Blanket,,Heater,,In shelter where people sleep,Don't know,,,Families & friends,Families & friends,Yes,Police,Shelter,Yes
199,26/08/2015,4,Dolalghat - 2 bagar,,Yes,26/04/2015,,Urban,Bagmati,Kavrepalanchok,Dolalghat,8,27.38555,85.42251,1030.236528,Spontaneous,Other,Private land,No,Unknown,Yes,Private,Makeshift,,Yes,<50%,Yes,Krishna Man Lama,9851119885,No,,,,,,Yes,Bagmati,Kavrepalanchok,Dolaghat,2,Bagmati,Kavrepalanchok,Dolalghat,8,40,237,5,20,25,52,8,110,10,25,22,63,7,127,0,15,1,5,0,< 10 mins,15/05/2015,No,Place of origin,Other,Majority houses lie near the road which is soon to be demolished to widen road,< 75%,No,Own,None,None,None,< 75%,< 25%,None,,< 75%,< 25%,CGIs,Tools,None,Off-site (<20 minutes),Spring,Piped water (taps),,No treatment,5-10 liters,None,Non usable,1,"Yes, separate entrance/HWS",Already on site,,No,Off-site,Yes,No,No System,Yes,None,Yes,"Yes, On-Site",Yes,Own cash,,,No,No,Yes,Skin infections,None,None,None,1,0,1,Yes,No,No,off-site (< 30 mins),,Local Clinic/med practitioners,Yes,No,Off site <20,,,,<50%,< 50%,Working,None,Housework,Working,None,Housework,Trade,,Trade,,10,No,Yes,No,,,No,No,,Art / Craft,,Art / Craft,,Yes,Yes,Self organized,Yes,Police,Some specific groups are excluded,Yes,Yes,No,,Yes,,,"Yes, there is lighting but it is NOT adequate",Yes,Don't know,,No limitation,,No,Does not protect from rain,,CGIs,,Winter clothes,,Blanket,,In shelter where people sleep,Don't know,,,Site management,Site management,Yes,Site management & Police,Recovery plans,Yes
203,26/08/2015,4,Hope Esparanza,,Yes,21/05/2015,,Urban,Bagmati,Kathmandu,Kathmandu municipality,6,27.7,85.3559,1331.992197,Spontaneous,"Collective Centre  (schools, offices, religious, hospital, other)",,No,>2 months,Yes,Public/Government,Tent,,Yes,<25%,Yes,San sherpa,9741515615,Yes,Individual/Private,,Dwarika foundation,Samden Shrerpa,9741272199,No,Bagmati,Sindhupalchok,Tatopani,"6,7,8",,,,,93,441,7,35,43,103,22,210,8,49,55,93,26,231,4,15,3,2,0,Longer,24/06/2015,No,Place of Habitual residence,Fear of landslide/aftershock,,> 75%,No,Own,None,None,< 75%,None,None,None,,more than 75%,None,Safer housing / Shelter material,Blankets,Kitchen sets,On-site (<20 minutes),Hand pumps,Water truck,Dwarika foundation,Filtered,>15 liters,Odor/smell,Good (Hygienic),4,"Yes, next to each other/same HWS",Provided,Dwarika foundation,Yes,On-site,Yes,No,Municipal Collection,No,Yes,No,"Yes, On-Site",Yes,Food distribution,,,No,No,No,Conjunctivitis,Skin infections,None,None,0,1,1,Yes,No,No,On-site,NGO,Local Clinic/med practitioners,Yes,No,Off site <20,,,,Unknown,<75%,Fees or costs,Distance to school,,Fees or costs,Distance to school,,Agriculture/Livestock,,None,,0,No,No,No,,,No,No,,Weaving / knitting,,Construction,,Yes,Yes,Self organized,No,,None,Yes,Yes,No,,Yes,,,No lighting,No,No,,Nearest health facility,,No,Does not protect from cold,,Mattress / Bed,,Blanket,,Winter clothes,,In shelter where people sleep,No,,,Families & friends,Families & friends,No,,How to get information,No
205,24/08/2015,4,Thali (Ground),,Yes,19/05/2015,,Peri-Urban,Bagmati,Kathmandu,Kageshwori  manhara municipality,6,27.72665,85.404715,1379.846379,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Yes,Public/Government,Makeshift,,No,,,,,No,,,,,,Yes,Bagmati,Sindhupalchok,Tatopani,4,Bagmati,Sindhupalchok,Listi,,59,280,4,6,32,83,10,135,5,5,33,91,11,145,3,9,1,0,1,Longer,19/05/2015,No,Place of origin,Fear of landslide/aftershock,,> 75%,No,Own,None,None,None,None,more than 75%,None,,None,None,Safer housing / Shelter material,Electricity / Solar system,Building materials for toilet,Off-site (<20 minutes),Piped water (taps),Piped water (taps),,No treatment,>15 liters,None,Good (Hygienic),2,"Yes, next to each other/same HWS",Already on site,,Yes,On-site,Yes,No,Municipal Collection,No,Unknown,No,No,Yes,Own cash,,,Unknown,No,Yes,Diarrhea,RTI,None,Many,1,1,2,Yes,No,No,Off-site (1 - 2 hours),,Government,Yes,Yes,Off site >20,,On site <20,Gaurishankhar Nari Sewa Kendra,>75%,>75%,Fees or costs,Distance to school,,Fees or costs,Distance to school,,Other,Truck driver,Daily Wage laborer,,50,Yes,No,No,,,No,No,,Art / Craft,,Store / small business,,No,No,,No,,Fighting between recipients at distribution points,Yes,Yes,No,,Yes,,,No lighting,Yes,No,,No limitation,,No,Does not protect from cold,,Mattress / Bed,,Blanket,,Winter clothes,,In shelter where people sleep,No,,,Radio / News,Radio / News,No,,Other relief assistance,Yes
206,18/08/2015,4,Chuchepati,,Yes,26/05/2015,,Urban,Bagmati,Kathmandu,Ktm municipality,6,27.7199,85.35266,1338.393075,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Yes,Public/Government,Makeshift,,Yes,<25%,Yes,Asta bdr Gurung,9841034508,No,International NGO,,IOM,Sandhya ARYAL,,No,Bagmati,Kathmandu,Ktm municipality,"6,7",Bagmati,Sindhupalchok,Tatopani,,1801,8555,32,320,399,2820,127,3698,28,390,657,3650,132,4857,50,60,20,0,6,30 mins - 1 hour,26/05/2015,No,Place of Habitual residence,House damaged/destroyed,,< 50%,No,Rent,None,None,< 25%,None,more than 75%,None,,None,None,Blankets,Cooking gas,CGIs,On-site (<20 minutes),Hand pumps,Piped water (taps),,Boiled,>15 liters,None,Good (Hygienic),40,"Yes, next to each other/same HWS",Provided,UNICEF,No,On-site,No,Yes,Municipal Collection,No,Yes but no soap/water inside ,No,No,Yes,Own cash,,,Yes,Yes,Yes,None,None,None,None,5,5,10,Yes,Yes,Yes,off-site (< 30 mins),,Local Clinic/med practitioners,Yes,Yes,Off site >20,,On site <20,Unknown,>75%,>75%,Fees or costs,Distance to school,,Fees or costs,Distance to school,,Daily Wage laborer,,Daily Wage laborer,,75,Yes,No,Yes,Family member,Husband,No,No,,Construction / daily labour,,Construction,,No,Yes,,Yes,Police,Misuse of aid,Yes,Yes,No,,Yes,,,No lighting,No,No,,No limitation,,No,Does not protect from cold,,Heater,,Blanket,,Foam mat (floor),,In shelter where people sleep,No,,,Radio / News,Radio / News,Yes,Site management & Police,Shelter,Yes
209,26/08/2015,4,Golmode,Simthali,Yes,15/05/2015,,Rural,Narayani,Makwanpur,Namtar,4,27.58762,85.08438,2433.552792,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Yes,Public/Government,Temporary shelter,,Yes,<75%,Yes,Sita Ram Moktan,9845235476,Unknown,,,,,,Yes,Narayani,Makwanpur,Namtar,1,Narayani,Makwanpur,Namtar,1,58,268,6,8,27,69,15,125,4,0,38,87,14,143,3,8,1,7,2,2 - 3 hours,28/05/2015,Yes,None (Stay here),Fear of landslide/aftershock,,> 75%,No,Own,None,None,None,more than 75%,None,None,,None,None,Plastic bed / Floor Mat / Matress,Blankets,Cooking gas,On-site (<20 minutes),Piped water (taps),Piped water (taps),,Chlorinated,>15 liters,None,Good (Hygienic),13,Unknown,Provided,UNICEF & ENPHO,No,On-site,Yes,No,Garbage pit,No,Yes but no soap/water inside ,No,No,No,Own cash,,,Yes,No,No,Common cold,None,None,None,0,0,0,Yes,No,No,Off-site (1 - 2 hours),,Government,Yes,Yes,Off site >20,,On site <20,Plan Nepal,>75%,>75%,Fees or costs,Lack of space in local schools,,Fees or costs,Lack of space in local schools,,Agriculture/Livestock,,Agriculture/Livestock,,16,No,Yes,No,,,Yes,No,,Weaving / knitting,,Store / small business,,Yes,No,Police,Yes,Police,None,Yes,Unknown,No,,Yes,,,No lighting,Yes,No,,Main access road,,No,Does not protect from cold,,Blanket,,Foam mat (floor),,Heater,,In shelter separate for cooking,Don't know,,,Families & friends,Radio / News,Unknown,,Recovery plans,Yes
215,01/09/2015,4,"Hatechaur, Manthali (Site-1)",,Yes,01/09/2015,,Peri-Urban,Janakpur,Ramechhap,Manthalk Nagarpalika,2,27.2325,86.345,571.2021458,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,>2 months,Yes,Public/Government,Other,Bamboo hut,No,,,,,No,,,,,,No,Janakpur,Ramechhap,Hatechaur,2,Janakpur,Ramechhap,Hatechaur,5,70,326,2,0,35,82,27,146,4,9,62,74,31,180,2,5,1,0,2,< 10 mins,26/04/2015,No,Place of origin,House damaged/destroyed,,> 75%,No,Own,None,None,None,None,more than 75%,None,,more than 75%,< 50%,CGIs,Tarpaulin,Support for livelihood,On-site (<20 minutes),Protected Well,Protected Well,,No treatment,10-15 liters,Suspended solids,Not so good (not hygienic),9,No,Provided,Collaberation of muncipality and Jaldevi Zlocal Group,No,On-site,No,No,Burning,Yes,None,Yes,"Yes, On-Site",Yes,Own cash,,,No,Yes,Yes,None,None,None,None,0,1,1,Yes,No,Yes,Off-site (1 - 2 hours),,Local Clinic/med practitioners,Yes,Yes,Off site >20,,On site <20,UNICEF,<75%,< 50%,Working,None,Housework,Working,None,Housework,Agriculture/Livestock,,Agriculture/Livestock,,5,No,Yes,No,,,Yes,No,,Weaving / knitting,,Other,Electric wiring,Yes,No,Police,Yes,Police,None,Yes,Unknown,No,,Yes,,,No lighting,Yes,No,,No limitation,,No,The shelter has holes and cracks,,CGIs,,Foam mat (floor),,Winter clothes,,In shelter where people sleep,Yes,Improve animal shelter,,Authorities,Authorities,Yes,Police,Shelter,Yes
